Freq.	V(n001)	V(n002)	V(n003)	V(n004)	I(D1)	I(R1)	I(R2)	I(V1)	I(V4)	Ib(Q1)	Ic(Q1)	Ie(Q1)
7.19685673001150e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492980237e+000dB,1.79999703771427e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320773e+001dB,-1.78427181122860e-004°)	(-1.98165509929439e+002dB,-9.06704237324395e+001°)	(-6.04340204578964e+001dB,-1.79999990857760e+002°)	(-1.58931352589841e+001dB,-2.96228573006491e-004°)	(-6.04340204578964e+001dB,-1.79999990857760e+002°)	(-1.58931352589060e+001dB,1.79999703815531e+002°)	(-6.04340204579012e+001dB,9.14223963245169e-006°)	(-1.58931352589059e+001dB,-2.96184469390957e-004°)	(-1.58417917168541e+001dB,1.79999705615037e+002°)
8.03085722139149e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492977428e+000dB,1.79999669443277e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887321010e+001dB,-1.99104035242616e-004°)	(-1.97213246062153e+002dB,-9.06008059636214e+001°)	(-6.04340204578946e+001dB,-1.79999989798321e+002°)	(-1.58931352590122e+001dB,-3.30556722740648e-004°)	(-6.04340204578946e+001dB,-1.79999989798321e+002°)	(-1.58931352589340e+001dB,1.79999669492492e+002°)	(-6.04340204578903e+001dB,1.02016788609860e-005°)	(-1.58931352589340e+001dB,-3.30507508222062e-004°)	(-1.58417917168822e+001dB,1.79999671500532e+002°)
8.96150501946602e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492973931e+000dB,1.79999631137045e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887321305e+001dB,-2.22177005770010e-004°)	(-1.96260958933901e+002dB,-9.05385620792331e+001°)	(-6.04340204578924e+001dB,-1.79999988616110e+002°)	(-1.58931352590472e+001dB,-3.68862955521128e-004°)	(-6.04340204578924e+001dB,-1.79999988616110e+002°)	(-1.58931352589690e+001dB,1.79999631191962e+002°)	(-6.04340204578936e+001dB,1.13838901380371e-005°)	(-1.58931352589690e+001dB,-3.68808037827640e-004°)	(-1.58417917169172e+001dB,1.79999633432702e+002°)
9.99999999999997e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492969577e+000dB,1.79999588391733e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887321673e+001dB,-2.47923764240773e-004°)	(-1.95308653539284e+002dB,-9.04826354765914e+001°)	(-6.04340204578897e+001dB,-1.79999987296899e+002°)	(-1.58931352590907e+001dB,-4.11608267493757e-004°)	(-6.04340204578897e+001dB,-1.79999987296899e+002°)	(-1.58931352590126e+001dB,1.79999588453014e+002°)	(-6.04340204578849e+001dB,1.27031007770648e-005°)	(-1.58931352590126e+001dB,-4.11546985718689e-004°)	(-1.58417917169607e+001dB,1.79999590953420e+002°)
1.11588399250774e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492964155e+000dB,1.79999540692923e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887322131e+001dB,-2.76654159876761e-004°)	(-1.94356333133277e+002dB,-9.04326329940113e+001°)	(-6.04340204578862e+001dB,-1.79999985824813e+002°)	(-1.58931352591449e+001dB,-4.59307076878233e-004°)	(-6.04340204578862e+001dB,-1.79999985824813e+002°)	(-1.58931352590668e+001dB,1.79999540761306e+002°)	(-6.04340204578866e+001dB,1.41751868121751e-005°)	(-1.58931352590668e+001dB,-4.59238693526400e-004°)	(-1.58417917170150e+001dB,1.79999543551469e+002°)
1.24519708473503e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492957404e+000dB,1.79999487466585e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887322702e+001dB,-3.08713948464680e-004°)	(-1.93404000831975e+002dB,-9.03878105361454e+001°)	(-6.04340204578820e+001dB,-1.79999984182136e+002°)	(-1.58931352592125e+001dB,-5.12533414731307e-004°)	(-6.04340204578820e+001dB,-1.79999984182136e+002°)	(-1.58931352591343e+001dB,1.79999487542893e+002°)	(-6.04340204578825e+001dB,1.58178640545547e-005°)	(-1.58931352591343e+001dB,-5.12457106843645e-004°)	(-1.58417917170825e+001dB,1.79999490656391e+002°)
1.38949549437313e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492948997e+000dB,1.79999428072167e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887323412e+001dB,-3.44488953352157e-004°)	(-1.92451658972127e+002dB,-9.03476315785012e+001°)	(-6.04340204578767e+001dB,-1.79999982349099e+002°)	(-1.58931352592965e+001dB,-5.71927833120335e-004°)	(-6.04340204578767e+001dB,-1.79999982349099e+002°)	(-1.58931352592184e+001dB,1.79999428157318e+002°)	(-6.04340204578791e+001dB,1.76509012937770e-005°)	(-1.58931352592183e+001dB,-5.71842682369990e-004°)	(-1.58417917171665e+001dB,1.79999431631620e+002°)
1.55051577983262e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492938529e+000dB,1.79999361794886e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887324297e+001dB,-3.84409708636638e-004°)	(-1.91499309362285e+002dB,-9.03116993126139e+001°)	(-6.04340204578701e+001dB,-1.79999980303642e+002°)	(-1.58931352594012e+001dB,-6.38205113843532e-004°)	(-6.04340204578701e+001dB,-1.79999980303642e+002°)	(-1.58931352593230e+001dB,1.79999361889905e+002°)	(-6.04340204578661e+001dB,1.96963582068329e-005°)	(-1.58931352593230e+001dB,-6.38110095484276e-004°)	(-1.58417917172712e+001dB,1.79999365766823e+002°)
1.73019573884589e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492925494e+000dB,1.79999287837130e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887325398e+001dB,-4.28956640425546e-004°)	(-1.90546953664214e+002dB,-9.02794054703408e+001°)	(-6.04340204578618e+001dB,-1.79999978021149e+002°)	(-1.58931352595316e+001dB,-7.12162870467505e-004°)	(-6.04340204578618e+001dB,-1.79999978021149e+002°)	(-1.58931352594534e+001dB,1.79999287943159e+002°)	(-6.04340204578627e+001dB,2.19788508323477e-005°)	(-1.58931352594534e+001dB,-7.12056841001410e-004°)	(-1.58417917174016e+001dB,1.79999292269351e+002°)
1.93069772888324e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492909263e+000dB,1.79999205308853e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887326770e+001dB,-4.78665848521536e-004°)	(-1.89594592914329e+002dB,-9.02505925402140e+001°)	(-6.04340204578516e+001dB,-1.79999975474152e+002°)	(-1.58931352596939e+001dB,-7.94691147203225e-004°)	(-6.04340204578516e+001dB,-1.79999975474152e+002°)	(-1.58931352596157e+001dB,1.79999205427169e+002°)	(-6.04340204578506e+001dB,2.45258478169494e-005°)	(-1.58931352596157e+001dB,-7.94572830619278e-004°)	(-1.58417917175639e+001dB,1.79999210254697e+002°)
2.15443469003188e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492889052e+000dB,1.79999113216870e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887328477e+001dB,-5.34135558112491e-004°)	(-1.88642228213313e+002dB,-9.02247506498861e+001°)	(-6.04340204578389e+001dB,-1.79999972631999e+002°)	(-1.58931352598960e+001dB,-8.86783130138033e-004°)	(-6.04340204578389e+001dB,-1.79999972631999e+002°)	(-1.58931352598178e+001dB,1.79999113348897e+002°)	(-6.04340204578340e+001dB,2.73680009797173e-005°)	(-1.58931352598178e+001dB,-8.86651102555959e-004°)	(-1.58417917177660e+001dB,1.79999118735859e+002°)
2.40409918350996e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492863885e+000dB,1.79999010452900e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887330604e+001dB,-5.96033319109094e-004°)	(-1.87689860333298e+002dB,-9.02015734755173e+001°)	(-6.04340204578230e+001dB,-1.79999969460486e+002°)	(-1.58931352601476e+001dB,-9.89547099727961e-004°)	(-6.04340204578230e+001dB,-1.79999969460486e+002°)	(-1.58931352600695e+001dB,1.79999010600228e+002°)	(-6.04340204578226e+001dB,3.05395141989704e-005°)	(-1.58931352600695e+001dB,-9.89399772262555e-004°)	(-1.58417917180177e+001dB,1.79999016611451e+002°)
2.68269579527972e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492832549e+000dB,1.79998895780232e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887333252e+001dB,-6.65104039770331e-004°)	(-1.86737489849977e+002dB,-9.01808835702783e+001°)	(-6.04340204578032e+001dB,-1.79999965921445e+002°)	(-1.58931352604610e+001dB,-1.10421976839252e-003°)	(-6.04340204578032e+001dB,-1.79999965921445e+002°)	(-1.58931352603828e+001dB,1.79998895944632e+002°)	(-6.04340204578027e+001dB,3.40785550308405e-005°)	(-1.58931352603828e+001dB,-1.10405536803221e-003°)	(-1.58417917183311e+001dB,1.79998902652460e+002°)
2.99357729472048e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492793527e+000dB,1.79998767818836e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887336549e+001dB,-7.42178951297531e-004°)	(-1.85785117328312e+002dB,-9.01623169994053e+001°)	(-6.04340204577786e+001dB,-1.79999961972286e+002°)	(-1.58931352608512e+001dB,-1.23218116372317e-003°)	(-6.04340204577786e+001dB,-1.79999961972286e+002°)	(-1.58931352607731e+001dB,1.79998768002288e+002°)	(-6.04340204577780e+001dB,3.80277140424886e-005°)	(-1.58931352607731e+001dB,-1.23199771199274e-003°)	(-1.58417917187213e+001dB,1.79998775487446e+002°)
3.34048498351323e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492744938e+000dB,1.79998625028764e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887340654e+001dB,-8.28185611281279e-004°)	(-1.84832743134915e+002dB,-9.01457340314586e+001°)	(-6.04340204577479e+001dB,-1.79999957565483e+002°)	(-1.58931352613371e+001dB,-1.37497123641732e-003°)	(-6.04340204577479e+001dB,-1.79999957565483e+002°)	(-1.58931352612590e+001dB,1.79998625233474e+002°)	(-6.04340204577469e+001dB,4.24345173688468e-005°)	(-1.58931352612589e+001dB,-1.37476652556795e-003°)	(-1.58417917192072e+001dB,1.79998633586043e+002°)
3.72759372031492e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492684435e+000dB,1.79998465691607e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887345767e+001dB,-9.24159066387573e-004°)	(-1.83880367607440e+002dB,-9.01309147996981e+001°)	(-6.04340204577097e+001dB,-1.79999952648001e+002°)	(-1.58931352619422e+001dB,-1.53430839280590e-003°)	(-6.04340204577097e+001dB,-1.79999952648001e+002°)	(-1.58931352618640e+001dB,1.79998465920041e+002°)	(-6.04340204577085e+001dB,4.73519986547299e-005°)	(-1.58931352618640e+001dB,-1.53407995924599e-003°)	(-1.58417917198123e+001dB,1.79998475240538e+002°)
4.15956216307183e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492609096e+000dB,1.79998287889825e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887352132e+001dB,-1.03125430862047e-003°)	(-1.82927991014048e+002dB,-9.01176645520725e+001°)	(-6.04340204576622e+001dB,-1.79999947160663e+002°)	(-1.58931352626955e+001dB,-1.71211017500406e-003°)	(-6.04340204576622e+001dB,-1.79999947160663e+002°)	(-1.58931352626174e+001dB,1.79998288144730e+002°)	(-6.04340204576587e+001dB,5.28393373006149e-005°)	(-1.58931352626174e+001dB,-1.71185526965120e-003°)	(-1.58417917205657e+001dB,1.79998298545324e+002°)
4.64158883361276e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492515285e+000dB,1.79998089483662e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887360059e+001dB,-1.15076017506593e-003°)	(-1.81975613568042e+002dB,-9.01058107190625e+001°)	(-6.04340204576030e+001dB,-1.79999941037429e+002°)	(-1.58931352636336e+001dB,-1.91051633756003e-003°)	(-6.04340204576030e+001dB,-1.79999941037429e+002°)	(-1.58931352635555e+001dB,1.79998089768107e+002°)	(-6.04340204576020e+001dB,5.89625706557549e-005°)	(-1.58931352635555e+001dB,-1.91023189275717e-003°)	(-1.58417917215039e+001dB,1.79998101373963e+002°)
5.17947467923119e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492398472e+000dB,1.79997868085402e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887369929e+001dB,-1.28411485839321e-003°)	(-1.81023235426979e+002dB,-9.00952507257484e+001°)	(-6.04340204575293e+001dB,-1.79999934204611e+002°)	(-1.58931352648018e+001dB,-2.13191459831791e-003°)	(-6.04340204575293e+001dB,-1.79999934204611e+002°)	(-1.58931352647236e+001dB,1.79997868402809e+002°)	(-6.04340204575266e+001dB,6.57953887332576e-005°)	(-1.58931352647236e+001dB,-2.13159719091564e-003°)	(-1.58417917226720e+001dB,1.79997881353598e+002°)
5.77969288415329e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492253017e+000dB,1.79997621030627e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887382219e+001dB,-1.43292321477464e-003°)	(-1.80070856738717e+002dB,-9.00858106354566e+001°)	(-6.04340204574375e+001dB,-1.79999926579979e+002°)	(-1.58931352662563e+001dB,-2.37896937339274e-003°)	(-6.04340204574375e+001dB,-1.79999926579979e+002°)	(-1.58931352661782e+001dB,1.79997621384816e+002°)	(-6.04340204574309e+001dB,7.34200210432391e-005°)	(-1.58931352661782e+001dB,-2.37861518355345e-003°)	(-1.58417917241267e+001dB,1.79997635836394e+002°)
6.44946677103760e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492071896e+000dB,1.79997345346158e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887397523e+001dB,-1.59897607751559e-003°)	(-1.79118477600819e+002dB,-9.00774254075529e+001°)	(-6.04340204573232e+001dB,-1.79999918071774e+002°)	(-1.58931352680675e+001dB,-2.65465384206858e-003°)	(-6.04340204573232e+001dB,-1.79999918071774e+002°)	(-1.58931352679894e+001dB,1.79997345741393e+002°)	(-6.04340204573197e+001dB,8.19282261756367e-005°)	(-1.58931352679894e+001dB,-2.65425860729661e-003°)	(-1.58417917259380e+001dB,1.79997361867677e+002°)
7.19685673001149e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171491846364e+000dB,1.79997037714272e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887416580e+001dB,-1.78427180882423e-003°)	(-1.78166098107554e+002dB,-9.00699651482641e+001°)	(-6.04340204571809e+001dB,-1.79999908577604e+002°)	(-1.58931352703229e+001dB,-2.96228572750419e-003°)	(-6.04340204571809e+001dB,-1.79999908577604e+002°)	(-1.58931352702447e+001dB,1.79997038155309e+002°)	(-6.04340204571814e+001dB,9.14223960787630e-005°)	(-1.58931352702447e+001dB,-2.96184469134887e-003°)	(-1.58417917281934e+001dB,1.79997056150371e+002°)
8.03085722139148e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171491565534e+000dB,1.79996694432776e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887440309e+001dB,-1.99104034908530e-003°)	(-1.77213718327539e+002dB,-9.00633493789808e+001°)	(-6.04340204570037e+001dB,-1.79999897983212e+002°)	(-1.58931352731312e+001dB,-3.30556722384838e-003°)	(-6.04340204570037e+001dB,-1.79999897983212e+002°)	(-1.58931352730530e+001dB,1.79996694924921e+002°)	(-6.04340204570023e+001dB,1.02016788272509e-004°)	(-1.58931352730530e+001dB,-3.30507507866255e-003°)	(-1.58417917310018e+001dB,1.79996715005324e+002°)
8.96150501946601e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171491215845e+000dB,1.79996311370450e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887469856e+001dB,-2.22177005305800e-003°)	(-1.76261338317718e+002dB,-9.00574987833039e+001°)	(-6.04340204567830e+001dB,-1.79999886161099e+002°)	(-1.58931352766280e+001dB,-3.68862955026732e-003°)	(-6.04340204567830e+001dB,-1.79999886161099e+002°)	(-1.58931352765499e+001dB,1.79996311919627e+002°)	(-6.04340204567792e+001dB,1.13838900904279e-004°)	(-1.58931352765499e+001dB,-3.68808037333245e-003°)	(-1.58417917344988e+001dB,1.79996334327026e+002°)
9.99999999999995e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171490780414e+000dB,1.79995883917332e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887506648e+001dB,-2.47923763595755e-003°)	(-1.75308958124109e+002dB,-9.00523367633775e+001°)	(-6.04340204565083e+001dB,-1.79999872968993e+002°)	(-1.58931352809824e+001dB,-4.11608266806797e-003°)	(-6.04340204565083e+001dB,-1.79999872968993e+002°)	(-1.58931352809042e+001dB,1.79995884530150e+002°)	(-6.04340204565120e+001dB,1.27031007111696e-004°)	(-1.58931352809042e+001dB,-4.11546985031727e-003°)	(-1.58417917388533e+001dB,1.79995909534208e+002°)
1.11588399250774e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171490238215e+000dB,1.79995406929241e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887552461e+001dB,-2.76654158980511e-003°)	(-1.74356577781983e+002dB,-9.00478139198058e+001°)	(-6.04340204561662e+001dB,-1.79999858248133e+002°)	(-1.58931352864044e+001dB,-4.59307075923705e-003°)	(-6.04340204561662e+001dB,-1.79999858248133e+002°)	(-1.58931352863262e+001dB,1.79995407613074e+002°)	(-6.04340204561714e+001dB,1.41751867206979e-004°)	(-1.58931352863261e+001dB,-4.59238692571872e-003°)	(-1.58417917442756e+001dB,1.79995435514703e+002°)
1.24519708473503e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171489563070e+000dB,1.79994874665866e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887609508e+001dB,-3.08713947219345e-003°)	(-1.73404197323123e+002dB,-9.00438546961776e+001°)	(-6.04340204557401e+001dB,-1.79999841821361e+002°)	(-1.58931352931558e+001dB,-5.12533413404996e-003°)	(-6.04340204557401e+001dB,-1.79999841821361e+002°)	(-1.58931352930776e+001dB,1.79994875428945e+002°)	(-6.04340204557371e+001dB,1.58178639272855e-004°)	(-1.58931352930776e+001dB,-5.12457105517336e-003°)	(-1.58417917510273e+001dB,1.79994906563925e+002°)
1.38949549437313e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171488722382e+000dB,1.79994280721687e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887680542e+001dB,-3.44488951621769e-003°)	(-1.72451816769958e+002dB,-9.00404275720107e+001°)	(-6.04340204552096e+001dB,-1.79999823490989e+002°)	(-1.58931353015627e+001dB,-5.71927831277432e-003°)	(-6.04340204552096e+001dB,-1.79999823490989e+002°)	(-1.58931353014845e+001dB,1.79994281573195e+002°)	(-6.04340204552095e+001dB,1.76509011164996e-004°)	(-1.58931353014845e+001dB,-5.71842680527086e-003°)	(-1.58417917594345e+001dB,1.79994316316221e+002°)
1.55051577983262e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171487675560e+000dB,1.79993617948887e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887768994e+001dB,-3.84409706232272e-003°)	(-1.71499436142109e+002dB,-9.00374834067246e+001°)	(-6.04340204545491e+001dB,-1.79999803036420e+002°)	(-1.58931353120309e+001dB,-6.38205111282825e-003°)	(-6.04340204545491e+001dB,-1.79999803036420e+002°)	(-1.58931353119527e+001dB,1.79993618899071e+002°)	(-6.04340204545465e+001dB,1.96963579605536e-004°)	(-1.58931353119527e+001dB,-6.38110092923568e-003°)	(-1.58417917699032e+001dB,1.79993657668258e+002°)
1.73019573884589e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171486372061e+000dB,1.79992878371331e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887879134e+001dB,-4.28956637084692e-003°)	(-1.70547055454689e+002dB,-9.00349938474638e+001°)	(-6.04340204537266e+001dB,-1.79999780211495e+002°)	(-1.58931353250659e+001dB,-7.12162866909415e-003°)	(-6.04340204537266e+001dB,-1.79999780211495e+002°)	(-1.58931353249877e+001dB,1.79992879431626e+002°)	(-6.04340204537285e+001dB,2.19788504905520e-004°)	(-1.58931353249877e+001dB,-7.12056837443322e-003°)	(-1.58417917829388e+001dB,1.79992922693541e+002°)
1.93069772888324e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171484748947e+000dB,1.79992053088577e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421888016280e+001dB,-4.78665843879434e-003°)	(-1.69594674720644e+002dB,-9.00329280802626e+001°)	(-6.04340204527024e+001dB,-1.79999754741527e+002°)	(-1.58931353412970e+001dB,-7.94691142259275e-003°)	(-6.04340204527024e+001dB,-1.79999754741527e+002°)	(-1.58931353412189e+001dB,1.79992054271743e+002°)	(-6.04340204527019e+001dB,2.45258473412872e-004°)	(-1.58931353412188e+001dB,-7.94572825675326e-003°)	(-1.58417917991706e+001dB,1.79992102547022e+002°)
2.15443469003187e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171482727851e+000dB,1.79991132168767e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421888187054e+001dB,-5.34135551662312e-003°)	(-1.68642293951104e+002dB,-9.00312532200042e+001°)	(-6.04340204514270e+001dB,-1.79999726319997e+002°)	(-1.58931353615080e+001dB,-8.86783123268438e-003°)	(-6.04340204514270e+001dB,-1.79999726319997e+002°)	(-1.58931353614298e+001dB,1.79991133489043e+002°)	(-6.04340204514243e+001dB,2.73680003194090e-004°)	(-1.58931353614298e+001dB,-8.86651095686362e-003°)	(-1.58417918193825e+001dB,1.79991187358654e+002°)
2.40409918350996e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171480211187e+000dB,1.79990104529098e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421888399701e+001dB,-5.96033310146599e-003°)	(-1.67689913154399e+002dB,-9.00299565569129e+001°)	(-6.04340204498390e+001dB,-1.79999694604867e+002°)	(-1.58931353866746e+001dB,-9.89547090182688e-003°)	(-6.04340204498390e+001dB,-1.79999694604867e+002°)	(-1.58931353865965e+001dB,1.79990106002373e+002°)	(-6.04340204498346e+001dB,3.05395132819616e-004°)	(-1.58931353865965e+001dB,-9.89399762717288e-003°)	(-1.58417918445502e+001dB,1.79990166114609e+002°)
2.68269579527971e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171477077445e+000dB,1.79988957802449e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421888664488e+001dB,-6.65104027316985e-003°)	(-1.66737532338272e+002dB,-9.00290202804865e+001°)	(-6.04340204478616e+001dB,-1.79999659214462e+002°)	(-1.58931354180121e+001dB,-1.10421975512941e-002°)	(-6.04340204478616e+001dB,-1.79999659214462e+002°)	(-1.58931354179339e+001dB,1.79988959446452e+002°)	(-6.04340204478600e+001dB,3.40785537563363e-004°)	(-1.58931354179339e+001dB,-1.10405535476911e-002°)	(-1.58417918758890e+001dB,1.79989026524734e+002°)
2.99357729472047e+002	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171473175319e+000dB,1.79987678188547e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421888994200e+001dB,-7.42178933993664e-003°)	(-1.65785151509123e+002dB,-9.00284306190179e+001°)	(-6.04340204453993e+001dB,-1.79999619722877e+002°)	(-1.58931354570333e+001dB,-1.23218114529414e-002°)	(-6.04340204453993e+001dB,-1.79999619722877e+002°)	(-1.58931354569551e+001dB,1.79987680023064e+002°)	(-6.04340204453967e+001dB,3.80277122713412e-004°)	(-1.58931354569551e+001dB,-1.23199769356371e-002°)	(-1.58417919149119e+001dB,1.79987754874646e+002°)
